"Chamber","TOD","Time","Microhabitat","Sex","Count"
"14","NIGHT",14,"Sand","M",0
"14","NIGHT",14,"Sertulariidae","M",0
"15","NIGHT",14,"Hydrallmania","F",2
"15","NIGHT",14,"Red_Algae","F",0
"15","NIGHT",14,"Sand","F",0
"15","NIGHT",14,"Sertulariidae","F",1
"16","NIGHT",14,"Hydrallmania","F",1
"16","NIGHT",14,"Red_Algae","F",1
"16","NIGHT",14,"Sand","F",0
"16","NIGHT",14,"Sertulariidae","F",1
"17","NIGHT",14,"Hydrallmania","F",1
"17","NIGHT",14,"Red_Algae","F",2
"17","NIGHT",14,"Sand","F",0
"17","NIGHT",14,"Sertulariidae","F",0
"18","NIGHT",14,"Hydrallmania","F",2
"18","NIGHT",14,"Red_Algae","F",1
"18","NIGHT",14,"Sand","F",0
"18","NIGHT",14,"Sertulariidae","F",0
"19","NIGHT",14,"Hydrallmania","F",0
"19","NIGHT",14,"Red_Algae","F",2
"19","NIGHT",14,"Sand","F",0
"19","NIGHT",14,"Sertulariidae","F",1
"1","NIGHT",16,"Hydrallmania","M",0
"1","NIGHT",16,"Red_Algae","M",2
"1","NIGHT",16,"Sand","M",0
"1","NIGHT",16,"Sertulariidae","M",1
"2","NIGHT",16,"Hydrallmania","M",2
"2","NIGHT",16,"Red_Algae","M",1
"2","NIGHT",16,"Sand","M",0
"2","NIGHT",16,"Sertulariidae","M",0
"3","NIGHT",16,"Hydrallmania","M",0
"3","NIGHT",16,"Red_Algae","M",2
"3","NIGHT",16,"Sand","M",1
"3","NIGHT",16,"Sertulariidae","M",0
"4","NIGHT",16,"Hydrallmania","M",2
"4","NIGHT",16,"Red_Algae","M",0
"4","NIGHT",16,"Sand","M",0
"4","NIGHT",16,"Sertulariidae","M",0
"5","NIGHT",16,"Hydrallmania","M",0
"5","NIGHT",16,"Red_Algae","M",2
"5","NIGHT",16,"Sand","M",1
"5","NIGHT",16,"Sertulariidae","M",0
"6","NIGHT",16,"Hydrallmania","M",1
"6","NIGHT",16,"Red_Algae","M",2
"6","NIGHT",16,"Sand","M",0
"6","NIGHT",16,"Sertulariidae","M",0
"7","NIGHT",16,"Hydrallmania","M",1
"7","NIGHT",16,"Red_Algae","M",2
"7","NIGHT",16,"Sand","M",0
"7","NIGHT",16,"Sertulariidae","M",0
"8","NIGHT",16,"Hydrallmania","M",1
"8","NIGHT",16,"Red_Algae","M",1
"8","NIGHT",16,"Sand","M",0
"8","NIGHT",16,"Sertulariidae","M",0
"9","NIGHT",16,"Hydrallmania","M",2
"9","NIGHT",16,"Red_Algae","M",0
"9","NIGHT",16,"Sand","M",0
"9","NIGHT",16,"Sertulariidae","M",1
"10","NIGHT",16,"Hydrallmania","M",0
"10","NIGHT",16,"Red_Algae","M",1
"10","NIGHT",16,"Sand","M",0
"10","NIGHT",16,"Sertulariidae","M",1
"11","NIGHT",16,"Hydrallmania","M",0
"11","NIGHT",16,"Red_Algae","M",0
"11","NIGHT",16,"Sand","M",0
"11","NIGHT",16,"Sertulariidae","M",1
"12","NIGHT",16,"Hydrallmania","M",2
"12","NIGHT",16,"Red_Algae","M",0
"12","NIGHT",16,"Sand","M",0
"12","NIGHT",16,"Sertulariidae","M",1
"13","NIGHT",16,"Hydrallmania","M",3
"13","NIGHT",16,"Red_Algae","M",0
"13","NIGHT",16,"Sand","M",0
"13","NIGHT",16,"Sertulariidae","M",0
"14","NIGHT",16,"Hydrallmania","M",2
"14","NIGHT",16,"Red_Algae","M",1
"14","NIGHT",16,"Sand","M",0
"14","NIGHT",16,"Sertulariidae","M",0
"15","NIGHT",16,"Hydrallmania","F",2
"15","NIGHT",16,"Red_Algae","F",0
"15","NIGHT",16,"Sand","F",0
"15","NIGHT",16,"Sertulariidae","F",1
"16","NIGHT",16,"Hydrallmania","F",1
"16","NIGHT",16,"Red_Algae","F",1
"16","NIGHT",16,"Sand","F",0
"16","NIGHT",16,"Sertulariidae","F",1
"17","NIGHT",16,"Hydrallmania","F",2
"17","NIGHT",16,"Red_Algae","F",0
"17","NIGHT",16,"Sand","F",0
"17","NIGHT",16,"Sertulariidae","F",1
"18","NIGHT",16,"Hydrallmania","F",2
"18","NIGHT",16,"Red_Algae","F",1
"18","NIGHT",16,"Sand","F",0
"18","NIGHT",16,"Sertulariidae","F",0
"19","NIGHT",16,"Hydrallmania","F",0
"19","NIGHT",16,"Red_Algae","F",2
"19","NIGHT",16,"Sand","F",0
"19","NIGHT",16,"Sertulariidae","F",1
"1","MORNING",18,"Hydrallmania","M",1
"1","MORNING",18,"Red_Algae","M",0
"1","MORNING",18,"Sand","M",0
"1","MORNING",18,"Sertulariidae","M",2
"2","MORNING",18,"Hydrallmania","M",1
"2","MORNING",18,"Red_Algae","M",1
"2","MORNING",18,"Sand","M",0
"2","MORNING",18,"Sertulariidae","M",1
"3","MORNING",18,"Hydrallmania","M",1
"3","MORNING",18,"Red_Algae","M",1
"3","MORNING",18,"Sand","M",1
"3","MORNING",18,"Sertulariidae","M",0
"4","MORNING",18,"Hydrallmania","M",1
"4","MORNING",18,"Red_Algae","M",1
"4","MORNING",18,"Sand","M",0
"4","MORNING",18,"Sertulariidae","M",0
"5","MORNING",18,"Hydrallmania","M",1
"5","MORNING",18,"Red_Algae","M",0
"5","MORNING",18,"Sand","M",1
"5","MORNING",18,"Sertulariidae","M",1
"6","MORNING",18,"Hydrallmania","M",1
"6","MORNING",18,"Red_Algae","M",2
"6","MORNING",18,"Sand","M",0
"6","MORNING",18,"Sertulariidae","M",0
"7","MORNING",18,"Hydrallmania","M",1
"7","MORNING",18,"Red_Algae","M",1
"7","MORNING",18,"Sand","M",0
"7","MORNING",18,"Sertulariidae","M",1
"8","MORNING",18,"Hydrallmania","M",1
"8","MORNING",18,"Red_Algae","M",1
"8","MORNING",18,"Sand","M",0
"8","MORNING",18,"Sertulariidae","M",0
"9","MORNING",18,"Hydrallmania","M",2
"9","MORNING",18,"Red_Algae","M",0
"9","MORNING",18,"Sand","M",0
"9","MORNING",18,"Sertulariidae","M",1
"10","MORNING",18,"Hydrallmania","M",1
"10","MORNING",18,"Red_Algae","M",0
"10","MORNING",18,"Sand","M",0
"10","MORNING",18,"Sertulariidae","M",1
"11","MORNING",18,"Hydrallmania","M",0
"11","MORNING",18,"Red_Algae","M",1
"11","MORNING",18,"Sand","M",0
"11","MORNING",18,"Sertulariidae","M",0
"12","MORNING",18,"Hydrallmania","M",2
"12","MORNING",18,"Red_Algae","M",0
"12","MORNING",18,"Sand","M",0
"12","MORNING",18,"Sertulariidae","M",1
"13","MORNING",18,"Hydrallmania","M",3
"13","MORNING",18,"Red_Algae","M",0
"13","MORNING",18,"Sand","M",0
"13","MORNING",18,"Sertulariidae","M",0
"14","MORNING",18,"Hydrallmania","M",2
"14","MORNING",18,"Red_Algae","M",1
"14","MORNING",18,"Sand","M",0
"14","MORNING",18,"Sertulariidae","M",0
"15","MORNING",18,"Hydrallmania","F",2
"15","MORNING",18,"Red_Algae","F",0
"15","MORNING",18,"Sand","F",0
"15","MORNING",18,"Sertulariidae","F",1
"16","MORNING",18,"Hydrallmania","F",1
"16","MORNING",18,"Red_Algae","F",1
"16","MORNING",18,"Sand","F",0
"16","MORNING",18,"Sertulariidae","F",1
"17","MORNING",18,"Hydrallmania","F",3
"17","MORNING",18,"Red_Algae","F",0
"17","MORNING",18,"Sand","F",0
"17","MORNING",18,"Sertulariidae","F",0
"18","MORNING",18,"Hydrallmania","F",1
"18","MORNING",18,"Red_Algae","F",1
"18","MORNING",18,"Sand","F",0
"18","MORNING",18,"Sertulariidae","F",1
"19","MORNING",18,"Hydrallmania","F",0
"19","MORNING",18,"Red_Algae","F",2
"19","MORNING",18,"Sand","F",0
"19","MORNING",18,"Sertulariidae","F",1
"1","MORNING",20,"Hydrallmania","M",1
"1","MORNING",20,"Red_Algae","M",0
"1","MORNING",20,"Sand","M",1
"1","MORNING",20,"Sertulariidae","M",1
"2","MORNING",20,"Hydrallmania","M",1
"2","MORNING",20,"Red_Algae","M",1
"2","MORNING",20,"Sand","M",0
"2","MORNING",20,"Sertulariidae","M",1
"3","MORNING",20,"Hydrallmania","M",1
"3","MORNING",20,"Red_Algae","M",1
"3","MORNING",20,"Sand","M",1
"3","MORNING",20,"Sertulariidae","M",0
"4","MORNING",20,"Hydrallmania","M",1
"4","MORNING",20,"Red_Algae","M",1
"4","MORNING",20,"Sand","M",0
"4","MORNING",20,"Sertulariidae","M",0
"5","MORNING",20,"Hydrallmania","M",0
"5","MORNING",20,"Red_Algae","M",0
"5","MORNING",20,"Sand","M",1
"5","MORNING",20,"Sertulariidae","M",2
"6","MORNING",20,"Hydrallmania","M",1
"6","MORNING",20,"Red_Algae","M",2
"6","MORNING",20,"Sand","M",0
"6","MORNING",20,"Sertulariidae","M",0
"7","MORNING",20,"Hydrallmania","M",1
"7","MORNING",20,"Red_Algae","M",1
"7","MORNING",20,"Sand","M",0
"7","MORNING",20,"Sertulariidae","M",1
"8","MORNING",20,"Hydrallmania","M",1
"8","MORNING",20,"Red_Algae","M",1
"8","MORNING",20,"Sand","M",0
"8","MORNING",20,"Sertulariidae","M",0
"9","MORNING",20,"Hydrallmania","M",2
"9","MORNING",20,"Red_Algae","M",0
"9","MORNING",20,"Sand","M",0
"9","MORNING",20,"Sertulariidae","M",1
"10","MORNING",20,"Hydrallmania","M",1
"10","MORNING",20,"Red_Algae","M",0
"10","MORNING",20,"Sand","M",0
"10","MORNING",20,"Sertulariidae","M",1
"11","MORNING",20,"Hydrallmania","M",0
"11","MORNING",20,"Red_Algae","M",1
"11","MORNING",20,"Sand","M",0
"11","MORNING",20,"Sertulariidae","M",0
"12","MORNING",20,"Hydrallmania","M",2
"12","MORNING",20,"Red_Algae","M",0
"12","MORNING",20,"Sand","M",0
"12","MORNING",20,"Sertulariidae","M",1
"13","MORNING",20,"Hydrallmania","M",3
"13","MORNING",20,"Red_Algae","M",0
"13","MORNING",20,"Sand","M",0
"13","MORNING",20,"Sertulariidae","M",0
"14","MORNING",20,"Hydrallmania","M",2
"14","MORNING",20,"Red_Algae","M",1
"14","MORNING",20,"Sand","M",0
"14","MORNING",20,"Sertulariidae","M",0
"15","MORNING",20,"Hydrallmania","F",2
"15","MORNING",20,"Red_Algae","F",0
"15","MORNING",20,"Sand","F",0
"15","MORNING",20,"Sertulariidae","F",1
"16","MORNING",20,"Hydrallmania","F",1
"16","MORNING",20,"Red_Algae","F",1
"16","MORNING",20,"Sand","F",0
"16","MORNING",20,"Sertulariidae","F",1
"17","MORNING",20,"Hydrallmania","F",3
"17","MORNING",20,"Red_Algae","F",0
"17","MORNING",20,"Sand","F",0
"17","MORNING",20,"Sertulariidae","F",0
"18","MORNING",20,"Hydrallmania","F",1
"18","MORNING",20,"Red_Algae","F",1
"18","MORNING",20,"Sand","F",0
"18","MORNING",20,"Sertulariidae","F",1
"19","MORNING",20,"Hydrallmania","F",0
"19","MORNING",20,"Red_Algae","F",2
"19","MORNING",20,"Sand","F",0
"19","MORNING",20,"Sertulariidae","F",1
"1","MORNING",22,"Hydrallmania","M",1
"1","MORNING",22,"Red_Algae","M",0
"1","MORNING",22,"Sand","M",1
"1","MORNING",22,"Sertulariidae","M",1
"2","MORNING",22,"Hydrallmania","M",1
"2","MORNING",22,"Red_Algae","M",1
"2","MORNING",22,"Sand","M",1
"2","MORNING",22,"Sertulariidae","M",0
"3","MORNING",22,"Hydrallmania","M",1
"3","MORNING",22,"Red_Algae","M",1
"3","MORNING",22,"Sand","M",1
"3","MORNING",22,"Sertulariidae","M",0
"4","MORNING",22,"Hydrallmania","M",1
"4","MORNING",22,"Red_Algae","M",1
"4","MORNING",22,"Sand","M",0
"4","MORNING",22,"Sertulariidae","M",0
"5","MORNING",22,"Hydrallmania","M",0
"5","MORNING",22,"Red_Algae","M",0
"5","MORNING",22,"Sand","M",1
"5","MORNING",22,"Sertulariidae","M",2
"6","MORNING",22,"Hydrallmania","M",1
"6","MORNING",22,"Red_Algae","M",2
"6","MORNING",22,"Sand","M",0
"6","MORNING",22,"Sertulariidae","M",0
"7","MORNING",22,"Hydrallmania","M",1
"7","MORNING",22,"Red_Algae","M",1
"7","MORNING",22,"Sand","M",0
"7","MORNING",22,"Sertulariidae","M",1
"8","MORNING",22,"Hydrallmania","M",1
"8","MORNING",22,"Red_Algae","M",1
"8","MORNING",22,"Sand","M",0
"8","MORNING",22,"Sertulariidae","M",0
"9","MORNING",22,"Hydrallmania","M",1
"9","MORNING",22,"Red_Algae","M",1
"9","MORNING",22,"Sand","M",0
"9","MORNING",22,"Sertulariidae","M",1
"10","MORNING",22,"Hydrallmania","M",0
"10","MORNING",22,"Red_Algae","M",1
"10","MORNING",22,"Sand","M",0
"10","MORNING",22,"Sertulariidae","M",1
"11","MORNING",22,"Hydrallmania","M",0
"11","MORNING",22,"Red_Algae","M",1
"11","MORNING",22,"Sand","M",0
"11","MORNING",22,"Sertulariidae","M",0
"12","MORNING",22,"Hydrallmania","M",2
"12","MORNING",22,"Red_Algae","M",1
"12","MORNING",22,"Sand","M",0
"12","MORNING",22,"Sertulariidae","M",0
"13","MORNING",22,"Hydrallmania","M",3
"13","MORNING",22,"Red_Algae","M",0
"13","MORNING",22,"Sand","M",0
"13","MORNING",22,"Sertulariidae","M",0
"14","MORNING",22,"Hydrallmania","M",2
"14","MORNING",22,"Red_Algae","M",1
"14","MORNING",22,"Sand","M",0
"14","MORNING",22,"Sertulariidae","M",0
"15","MORNING",22,"Hydrallmania","F",2
"15","MORNING",22,"Red_Algae","F",0
"15","MORNING",22,"Sand","F",0
"15","MORNING",22,"Sertulariidae","F",1
"16","MORNING",22,"Hydrallmania","F",1
"16","MORNING",22,"Red_Algae","F",1
"16","MORNING",22,"Sand","F",0
"16","MORNING",22,"Sertulariidae","F",1
"17","MORNING",22,"Hydrallmania","F",3
"17","MORNING",22,"Red_Algae","F",0
"17","MORNING",22,"Sand","F",0
"17","MORNING",22,"Sertulariidae","F",0
"18","MORNING",22,"Hydrallmania","F",2
"18","MORNING",22,"Red_Algae","F",1
"18","MORNING",22,"Sand","F",0
"18","MORNING",22,"Sertulariidae","F",0
"19","MORNING",22,"Hydrallmania","F",0
"19","MORNING",22,"Red_Algae","F",2
"19","MORNING",22,"Sand","F",0
"19","MORNING",22,"Sertulariidae","F",1
"1","MORNING",24,"Hydrallmania","M",1
"1","MORNING",24,"Red_Algae","M",1
"1","MORNING",24,"Sand","M",0
"1","MORNING",24,"Sertulariidae","M",1
"2","MORNING",24,"Hydrallmania","M",0
"2","MORNING",24,"Red_Algae","M",1
"2","MORNING",24,"Sand","M",0
"2","MORNING",24,"Sertulariidae","M",2
"3","MORNING",24,"Hydrallmania","M",1
"3","MORNING",24,"Red_Algae","M",1
"3","MORNING",24,"Sand","M",1
"3","MORNING",24,"Sertulariidae","M",0
"4","MORNING",24,"Hydrallmania","M",2
"4","MORNING",24,"Red_Algae","M",0
"4","MORNING",24,"Sand","M",0
"4","MORNING",24,"Sertulariidae","M",0
"5","MORNING",24,"Hydrallmania","M",0
"5","MORNING",24,"Red_Algae","M",0
"5","MORNING",24,"Sand","M",1
"5","MORNING",24,"Sertulariidae","M",2
"6","MORNING",24,"Hydrallmania","M",1
"6","MORNING",24,"Red_Algae","M",2
"6","MORNING",24,"Sand","M",0
"6","MORNING",24,"Sertulariidae","M",0
"7","MORNING",24,"Hydrallmania","M",1
"7","MORNING",24,"Red_Algae","M",1
"7","MORNING",24,"Sand","M",0
"7","MORNING",24,"Sertulariidae","M",1
"8","MORNING",24,"Hydrallmania","M",1
"8","MORNING",24,"Red_Algae","M",1
"8","MORNING",24,"Sand","M",0
"8","MORNING",24,"Sertulariidae","M",0
"9","MORNING",24,"Hydrallmania","M",1
"9","MORNING",24,"Red_Algae","M",2
"9","MORNING",24,"Sand","M",0
"9","MORNING",24,"Sertulariidae","M",0
"10","MORNING",24,"Hydrallmania","M",0
"10","MORNING",24,"Red_Algae","M",1
"10","MORNING",24,"Sand","M",0
"10","MORNING",24,"Sertulariidae","M",1
"11","MORNING",24,"Hydrallmania","M",0
"11","MORNING",24,"Red_Algae","M",1
"11","MORNING",24,"Sand","M",0
"11","MORNING",24,"Sertulariidae","M",0
"12","MORNING",24,"Hydrallmania","M",2
"12","MORNING",24,"Red_Algae","M",0
"12","MORNING",24,"Sand","M",0
"12","MORNING",24,"Sertulariidae","M",1
"13","MORNING",24,"Hydrallmania","M",3
"13","MORNING",24,"Red_Algae","M",0
"13","MORNING",24,"Sand","M",0
"13","MORNING",24,"Sertulariidae","M",0
"14","MORNING",24,"Hydrallmania","M",2
"14","MORNING",24,"Red_Algae","M",1
"14","MORNING",24,"Sand","M",0
"14","MORNING",24,"Sertulariidae","M",0
"15","MORNING",24,"Hydrallmania","F",2
"15","MORNING",24,"Red_Algae","F",0
"15","MORNING",24,"Sand","F",0
"15","MORNING",24,"Sertulariidae","F",1
"16","MORNING",24,"Hydrallmania","F",1
"16","MORNING",24,"Red_Algae","F",1
"16","MORNING",24,"Sand","F",0
"16","MORNING",24,"Sertulariidae","F",1
"17","MORNING",24,"Hydrallmania","F",3
"17","MORNING",24,"Red_Algae","F",0
"17","MORNING",24,"Sand","F",0
"17","MORNING",24,"Sertulariidae","F",0
"18","MORNING",24,"Hydrallmania","F",2
"18","MORNING",24,"Red_Algae","F",1
"18","MORNING",24,"Sand","F",0
"18","MORNING",24,"Sertulariidae","F",0
"19","MORNING",24,"Hydrallmania","F",0
"19","MORNING",24,"Red_Algae","F",2
"19","MORNING",24,"Sand","F",0
"19","MORNING",24,"Sertulariidae","F",1
